fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.1,0.3,0.56,2.8,0.044,47,179,0.9924,3.3,0.57,10.9,7
7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5,7
6.8,0.21,0.27,2.1,0.03,26,139,0.99,3.16,0.61,12.6,7
5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,7
6.2,0.28,0.22,7.3,0.041,26,157,0.9957,3.44,0.64,9.8,7
7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,7
6.2,0.33,0.27,4.9,0.036,30,134,0.9927,3.2,0.42,10.4,7
6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7
6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7
5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7
7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7
6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,7
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7
7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1,7
7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7
7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7
7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7
5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,7
8.8,0.28,0.45,6,0.022,14,49,0.9934,3.01,0.33,11.1,7
5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7
6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7
6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,7
7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,7
5.8,0.26,0.18,1.2,0.031,40,114,0.9908,3.42,0.4,11,7
7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,7
5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10,7
5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,7
6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7
7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,7
7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7
5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,7
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,7
8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,7
7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,7
7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7
8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7
6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7
8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12,7
6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7
7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,7
7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,7
7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,7
6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,7
6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7
9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7
7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7
8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7
7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7
8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7
8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7
8,0.4,0.33,7.7,0.034,27,98,0.9935,3.18,0.41,12.2,7
6.7,0.31,0.31,4.9,0.031,20,151,0.9926,3.36,0.82,12,7
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7
6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,7
6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5,7
8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7
7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7
6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7
7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,7
7,0.36,0.3,5,0.04,40,143,0.99173,3.33,0.42,12.2,7
6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,7
7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,7
6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6,7
7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3,7
7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,7
7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,7
6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,7
6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2,7
6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7
6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,7
5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7
6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7
6.8,0.11,0.42,1.1,0.042,51,132,0.99059,3.18,0.74,11.3,7
6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,7
5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7
7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7
7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,7
6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
6.9,0.31,0.32,1.6,0.036,34,114,0.99068,3.19,0.45,11.4,7
5.8,0.32,0.31,2.7,0.049,25,153,0.99067,3.44,0.73,12.2,7
5.8,0.22,0.29,0.9,0.034,34,89,0.98936,3.14,0.36,11.1,7
5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7
6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7
6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,7
7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7
7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,7
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7
6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7
5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,7
7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7
5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,7
6.7,0.14,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,7
5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,7
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,7
5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,7
6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,7
6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12,7
6.4,0.23,0.32,1.9,0.038,40,118,0.99074,3.32,0.53,11.8,7
6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,7
7.3,0.145,0.33,1.1,0.042,14,64,0.99012,3.1,0.37,11.8,7
5.8,0.18,0.37,1.2,0.036,19,74,0.98853,3.09,0.49,12.7,7
5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7
7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5,7
6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,7
6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7
5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7
6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,7
6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7
6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,7
7.2,0.33,0.34,2,0.044,61,171,0.98947,3.25,0.53,13.3,7
6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7
6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,7
5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7
7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,7
6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7
5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7
5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7
6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7
6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,7
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
6.4,0.25,0.28,4.9,0.03,29,98,0.99024,3.09,0.58,12.8,7
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,7
7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,7
5.6,0.26,0.27,10.6,0.03,27,119,0.9947,3.4,0.34,10.7,7
6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.2666666666667,7
7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7
5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,7
5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,7
5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,7
6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11,7
6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,7
6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,7
5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.6333333333333,7
5.9,0.12,0.28,1.4,0.037,36,83,0.99074,3.33,0.42,10.9,7
6.1,0.24,0.32,9,0.031,41,134,0.99234,3.25,0.26,12.3,7
5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,7
6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7
5.2,0.21,0.31,1.7,0.048,17,61,0.98953,3.24,0.37,12,7
6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,7
6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,7
6.2,0.41,0.22,1.9,0.023,5,56,0.98928,3.04,0.79,13,7
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8
6.2,0.66,0.48,1.2,0.029,29,75,0.9892,3.33,0.39,12.8,8
6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5,8
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8
6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8
5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8
6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,8
6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6,8
7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6,8
6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,8
5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,8
6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8
7,0.23,0.36,7.1,0.028,31,104,0.9922,3.35,0.47,12.1,8
6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,8
6,0.25,0.28,2.2,0.026,54,126,0.9898,3.43,0.65,12.9,8
6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8
6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11,8
6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4,8
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8
8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,8
6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,8
7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8
7.5,0.42,0.34,4.3,0.04,34,108,0.99155,3.14,0.45,12.8,8
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,8
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8
7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8
8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,8
7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5,8
6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,8
6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,8
7.1,0.25,0.39,2.1,0.036,30,124,0.9908,3.28,0.43,12.2,8
7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,8
6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,8
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8
7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,8
5.3,0.24,0.33,1.3,0.033,25,97,0.9906,3.59,0.38,11,8
5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8
7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8
6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3,8
6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8
6.6,0.21,0.38,2.2,0.026,40,104,0.9914,3.25,0.4,11.1,8
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8
7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,8
8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8
7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,8
8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,8
6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8,8
7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,8
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2,8
7.3,0.39,0.37,1.1,0.043,36,113,0.991,3.39,0.48,12.7,8
7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
6.8,0.35,0.32,2.4,0.048,35,103,0.9911,3.28,0.46,12,8
7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,8
7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,8
8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8
8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8
7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,8
7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8
6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8
7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8
6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,8
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8
6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8
6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8
6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8,8
6.8,0.37,0.28,1.9,0.024,64,106,0.98993,3.45,0.6,12.6,8
7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,8
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8
6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,8
6.8,0.46,0.26,2.7,0.042,28,83,0.99114,3.38,0.51,12,8
7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,8
7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,8
8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,8
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,8
5.8,0.315,0.27,1.55,0.026,15,70,0.98994,3.37,0.4,11.9,8
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,8
7,0.36,0.32,10.5,0.045,35,135,0.9935,3.09,0.33,11.6,8
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8
5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,8
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8
6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,8
5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,8
5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4,8
6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,8
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8
5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,8
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
4.9,0.33,0.31,1.2,0.016,39,150,0.98713,3.33,0.59,14,8
5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,8
6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8
6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,8
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8
7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8
7,0.53,0.43,6.1,0.029,6,76,0.99118,3.08,0.5,12.5,8
6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8
6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8
6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,8
6.9,0.36,0.35,8.6,0.038,37,125,0.9916,3,0.32,12.4,8
7,0.17,0.36,6.4,0.055,42,123,0.99318,3.11,0.5,11,8
7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6,8
5.3,0.3,0.16,4.2,0.029,37,100,0.9905,3.3,0.36,11.8,8
6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6,8
6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,8
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8
5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8
6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3,8
6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,8
6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,8
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8
6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
6.5,0.3,0.27,4,0.038,37,97,0.99026,3.2,0.6,12.6,8
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8
6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8
6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,8
5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8
5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8
5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,8
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8
7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8
6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,8
6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,8
6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,8
6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,8
7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,8
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,8
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8
6.4,0.32,0.25,5,0.055,28,138,0.99171,3.27,0.5,12.4,8
4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,8
3.9,0.225,0.4,4.2,0.03,29,118,0.989,3.57,0.36,12.8,8
5.8,0.28,0.34,2.2,0.037,24,125,0.98986,3.36,0.33,12.8,8
6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4
9.8,0.36,0.46,10.5,0.038,4,83,0.9956,2.89,0.3,10.1,4
5.5,0.485,0,1.5,0.065,8,103,0.994,3.63,0.4,9.7,4
6.4,0.595,0.14,5.2,0.058,15,97,0.9951,3.38,0.36,9,4
7.6,0.48,0.37,0.8,0.037,4,100,0.9902,3.03,0.39,11.4,4
7.2,0.32,0.47,5.1,0.044,19,65,0.991,3.03,0.41,12.6,4
