fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.428152119841493,0.3443695760317014,0.4541628434135241,4.333154607132815,0.04160107235720311,8.43695760317014,148.84456359524478,0.994013055110235,3.1474783041268055,0.5197064838890451,9.715543640475522,4
5.90993568767045,0.5913581180134933,0.05238384294531307,0.8731772537677591,0.03267548234247162,8.225160780823874,49.324517657528375,0.9904601965474666,3.1827805483565363,0.4,11.067548234247162,4
6.121511066348563,0.3691860304671018,0.44889522850326347,1.1296507616775449,0.08522665995228441,3.9186030467101793,72.24419085986946,0.9914104633513812,3.2156977867302876,0.4226742742039162,10.802908019638384,4
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4
8.074956882885186,0.4487564675672221,0.2978051341595526,10.815587272524537,0.05137535930929012,27.593696103606483,139.34383982732254,0.9976249856276284,3.226567350675417,0.3962521558557407,9.537478441442593,4
7.070303650804645,0.47218219048278726,0.22296963491953545,1.966591607155226,0.04655455476206968,144.42125555632518,300.70696012156264,0.9925856021824709,3.2630146706264,0.3893026269769805,10.881214603218583,4
8.075928582010823,0.27759285820108237,0.45037143280432934,15.395185716402166,0.059385142687826825,32.0,176.4704288042381,1.0003133428952389,3.258445719365195,0.5732600029630305,9.009628567195671,4
6.814773612560882,0.26704527748782364,0.28261319371955906,4.452263874391181,0.047625097381697006,7.03415287926173,87.55679162317354,0.9945238602722687,3.2882923560369135,0.48,10.4374902618303,4
7.462711371957046,0.32745772560859077,0.5766100586903354,12.405087454236245,0.047898323551610764,60.96610785053692,187.30510198150338,0.9983389839618795,3.068135568597852,0.4696610785053692,8.681355685978524,4
7.227750022169426,0.4719076091775962,0.32791956772350034,1.1838152183551924,0.033190760917759625,5.161847816448075,56.028913101311545,0.9922686739303934,3.1244499955661147,0.5302891310131155,10.52947825315846,4
7.615929569116885,0.6591403417541745,0.19152977712170732,1.7662454680667918,0.051589124814081615,20.337545319332083,135.91403417541744,0.9940446276523411,3.1991403417541746,0.5764981872267166,10.549684101050094,4
8.28264104698365,0.29720048036905655,0.3409291701348433,12.316014411071697,0.04888019214762262,23.839855889283037,138.14669869127044,0.9982064057644287,3.1344009607381134,0.4317358953016349,9.870660261745913,4
7.3289223247269915,0.227846087475911,0.5394462600385425,3.344001150417543,0.03901845799871525,7.261536249197032,121.24307825048179,0.9933094448220167,2.9830768124598515,0.5597231300192712,10.147692750160594,4
6.986049554779527,0.28627879081187674,0.22930247773897633,15.095349851593175,0.06341862240288057,34.558126855085305,163.95349851593176,0.9984465123886949,3.081162537101706,0.4451162537101706,9.097674925796587,4
6.415476384831306,0.35633927113765196,0.17417660835672494,3.5319442176968083,0.05815972108848404,27.525793974718844,112.07986054424202,0.9932428272594804,3.06079860544242,0.3413144849367971,9.370883041783625,4
7.2305333123163775,0.21527747719346457,0.4622198175477165,9.652774771934645,0.04558324315803937,37.38890091226142,208.333189052863,0.9958249837684471,3.1155560364904566,0.43694450456130707,10.06944504561307,4
6.191067657943514,0.24339851308472907,0.33124208168137925,0.9858349458075533,0.05180391078508374,24.267970261694582,111.17864684112972,0.9917643550938394,3.3432029738305418,0.42196089214916255,10.83921784298325,4
5.868163139957969,0.208877645031523,0.3579386689642739,5.3265255983187725,0.04013468259621724,72.95510580126091,135.4754982960071,0.9921085679188232,3.101163447060945,0.36636737200840613,10.750205460462338,4
6.568232764622836,0.4978243514975783,0.20923383965813072,1.945862116982688,0.04273545221107275,5.0,24.80592661910037,0.9929100107503529,3.2685290955778545,0.3285290955778545,10.443512970048435,4
6.888327721400648,0.34657046652582546,0.4997835496831072,10.354753887715212,0.05257639891940449,65.9927849894369,184.9927849894369,0.9974219015550861,3.1111672278599354,0.525619688982783,8.778098444913915,4
5.20363689623717,0.6191336491112752,0.13187167341874032,1.1712300405124418,0.021072737924743415,4.237433468374807,13.7989354939969,0.9926357007665974,3.3057539918975114,0.35050266126500773,12.668982860688178,4
10.910099102101155,0.213607088722916,0.3753163110636903,8.851829310571338,0.03376581555318452,14.765815553184515,122.76581555318451,0.9983885670978333,2.993229800640181,0.5125304885095223,9.84051066808929,4
6.414616896762609,0.33766129651798266,0.20847780012231293,14.511190546114614,0.05994153241294956,37.05846758705044,162.11693517410086,0.9982473791716546,3.1452015726331126,0.4520463655467652,9.011693517410087,4
6.102562433529376,0.34025624335293764,0.1646156349705936,3.743577643087977,0.0411281216764688,5.25640608382344,86.53843650294064,0.9923038290045143,3.223590661558843,0.41538436502940645,10.705141140147335,4
6.202628929359226,0.44935737282330035,0.2599415793475728,4.402921032621363,0.0629298952170873,62.99123690213592,205.97078967378638,0.9940023368260971,3.269766317390291,0.5207594684815542,9.800584206524274,4
8.289364857263804,0.2414706819807415,0.317058636038517,1.7624430062427314,0.048583713291715125,15.60407167707122,100.83257341656976,0.9947067638621733,3.1414706819807416,0.5491400695799414,9.802035838535609,4
7.247398631036526,0.29955042614295635,0.6314194215067821,1.4598586001286975,0.05906229984546086,10.044957385704365,151.0,0.9936089914771409,3.0761592846104344,0.5395504261429563,9.444637138441738,4
8.749714962713831,0.4451795894188792,0.5899429925427663,6.666163047699126,0.04641020529056041,18.446123174336247,120.37428740678457,0.9964892246348672,3.1609264508230126,0.45820410581120824,10.15897947094396,4
6.547468141322457,0.30393041597518217,0.2026455397851441,3.363038230413051,0.048365828325616096,25.21012743471017,112.10506371735508,0.9937129555662066,3.1952910795702882,0.47424044239673735,9.647468141322458,4
7.986741897243217,0.388148799404736,0.3313258102756783,1.1274858942668968,0.03303314525689196,4.516572628445979,56.033145256891956,0.9917091678260649,2.982320167982437,0.4336459782581154,10.88342737155402,4
9.0933036672574,0.26152105481675847,0.508376926270647,2.0466518336286996,0.04627583024526842,16.342793572694426,119.65720642730557,0.9957399555008861,3.1375255047281487,0.6242793572694426,10.3,4
7.064815452478415,0.26592618099136595,0.20052489328483136,1.2891974245869309,0.0447036909504317,8.567896983477235,61.45987122934654,0.9938444429140518,3.3443515011368716,0.4775618027891484,10.132407726239206,4
8.584384534387693,0.695830365581108,0.3898338418340103,1.3561461511462565,0.049069769419762044,29.614615114625643,185.43853848853743,0.9952887699192731,3.1384053919051076,0.5119269244268718,10.06843845343877,4
6.358697764641624,0.3547813412150254,0.2253255588395939,6.107580177338072,0.062249757066213204,8.119533530375636,116.11953353037563,0.9945815354701706,3.179348882320812,0.35,9.730417882867005,4
7.120596991752562,0.613014924793814,0.16352240659795067,1.5191045123711575,0.06125074429896774,25.0,156.77910528866033,0.9948351641339175,3.263522406597951,0.527641804948463,10.057313537113473,4
7.474400225823299,0.3257546335459163,0.29658669677643973,3.2043729419062834,0.03712693574211518,9.617066516117802,101.6170665161178,0.9933829334838822,3.022976009032932,0.7795839683847383,11.4085332580589,4
7.047642971517292,0.40154148854869376,0.25988528858750926,1.4619107428793232,0.04166624799844738,7.035669428405076,106.69044628560339,0.9930345223142801,3.1361910742879324,0.3827388428599154,9.813120657237123,4
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4
7.160477615186507,0.4913029837355658,0.1475895528474701,11.051791056949401,0.058395223848134926,23.296417886101196,140.6482089430506,0.9977226925420204,3.275374626013542,0.4780238807593254,9.260477615186508,4
7.297288037798823,0.26156608604781173,0.3386440188994116,8.556608604781172,0.04807524973874587,56.054239244023535,194.02711962201178,0.9964177619099504,3.2018372822679293,0.6813559811005885,9.605423924402354,4
6.605510537632774,0.2823306322579664,0.23521231827921002,1.712285247314118,0.07125834666676809,22.233063225796638,188.94489462367227,0.9945229173333384,3.407795784946891,0.5930081032261009,9.723306322579663,4
6.197617644125135,0.3037303926458108,0.31142941352491893,1.8325392147083783,0.06206333300084865,15.60313717667027,198.69843141166487,0.9947147588170754,3.49,0.5050784294167567,10.174607852916216,4
6.2281570770181265,0.34902721528006087,0.27291835415981736,7.456314154036253,0.08204774457166182,29.970995391268854,196.40785385090632,0.9970964657670922,3.425818815032932,0.662132969069185,9.256314154036252,4
6.372719725963319,0.34364013701834073,0.20999584927982523,8.690920411055023,0.06800124521605244,51.45439451926637,211.2728027403668,0.9973646145074356,3.331832520669695,0.6163681644220089,9.218200685091704,4
8.257866130582975,0.2878093323510623,0.32044949317616994,4.254680181968801,0.04023783641956025,36.48876267059575,172.7041244313475,0.9967170412443135,3.4086515204714902,0.443408248862695,9.17041244313475,4
7.761225878889649,0.6643294956746304,0.21851337750807778,1.8492719307940855,0.05044751095158133,19.507280692059147,136.43294956746303,0.994282290901898,3.2043294956746307,0.6097087723176342,10.611953948095564,4
6.9,0.25,0.24,3.6,0.057,13.0,85.0,0.9942,2.99,0.48,9.5,4
7.2662550010674245,0.5628002498107747,0.27694350006792706,1.7847175003396352,0.05136307500145557,24.15282499660365,159.78974999514807,0.9946726150002911,3.321271999844738,0.583056499932073,10.442667499369248,4
7.070096380422281,0.3608682800895487,0.30803855216891257,10.561413579526794,0.039594859710811656,16.89710858733156,65.90032126807426,0.9936541477833142,3.228038552168913,0.3880385521689126,11.460128507229708,4
7.060540548543526,0.2311027012621655,0.4611027012621655,2.852216278639496,0.05125729696117195,37.39459451456475,164.39459451456474,0.9955367567087389,3.4573513417477697,0.552108109708705,10.074270303882805,4
8.137145293445828,0.4676567104133655,0.41045743521349937,1.7291401772095891,0.03997712823932503,12.674290586891656,56.331427353277086,0.9933257094131084,3.0925709413108344,0.3929711971226464,10.168572646722914,4
7.627616001832427,0.28361919990837864,0.49608960338999,12.49339196472578,0.04913375974346022,54.018880100783484,178.63808000916214,0.9980737215956021,3.0655232003664854,0.45809599954189323,8.944767996335147,4
7.594934407986128,0.30918950527778055,0.48746720399306415,13.318950527778053,0.0617669827673619,50.10131184027743,191.05065592013872,0.9988584621454862,3.2196960644791677,0.5325327960069359,9.010131184027744,4
7.974853063310361,0.4221492445537904,0.21010222481310603,1.8486838784896626,0.08707896729062023,16.77485306331036,151.0,0.9943423971443173,3.0583772040503443,0.5273830815179301,9.238742653165518,4
6.3656161667203435,0.2646609430586867,0.2179178444372875,1.617191916639828,0.03872397305546609,134.0835688874575,261.64898957997855,0.9938796174886813,3.4251097610771155,0.5134383833279657,9.710410777813562,4
6.578037354171327,0.28780373541713267,0.36853387161569007,10.141413424499554,0.06573189299471595,61.195093385428315,181.26810700528407,0.9973404672375084,3.1412207976557256,0.5621962645828673,8.960981322914337,4
7.6747284396050794,0.3372826021961789,0.5620380483528659,1.560190241764329,0.09073912263541467,7.669837362738819,69.53396747254776,0.9932033832439789,3.097282602196179,0.5413586989019106,10.473777230783435,4
7.987122728196005,0.3191805372488367,0.2597658677853819,1.2280958657541696,0.050081946275116335,11.517559916096356,87.9648801678073,0.9945953173557077,3.237073347317274,0.37128772718039943,9.5,4
6.079541228669884,0.2369311843004825,0.3832362064851829,5.946559215024124,0.051204587713301164,37.75573464162646,199.4488530716747,0.9959870551740593,3.4686422798621637,0.6281835085320466,9.730688156995175,4
8.558484996147257,0.5616338740689208,0.3839621249036814,1.9003156258026546,0.0427861124646832,29.19494998715753,175.5943187355522,0.9953584849961472,3.2961956879976455,0.47201262503210617,10.300315625802655,4
7.61203394485983,0.19455592661682047,0.2808022629906553,6.738971437943814,0.04141547951214928,37.0,169.27220366915898,0.9970071637921495,3.404727694168228,0.4419197737009345,9.0,4
7.245834697509889,0.3247925533814282,0.45875204626483446,11.160470551640639,0.04993760231324172,62.187520462648344,193.81247953735166,0.9976000261921899,3.0952074466185717,0.5685396886106601,8.979157117430773,4
7.137822242994022,0.34747851713373185,0.3144125950159693,1.3,0.043351288971976085,9.162177757005978,72.77478517133731,0.9930131345433062,3.2349570342674636,0.5828825190031939,10.648653327101794,4
6.953763417327802,0.44566868154553946,0.22055779025705421,1.2807795728340248,0.03723118291336099,5.807795728340247,56.192204271659755,0.9920712835843541,3.1792473165344397,0.4753763417327802,10.7231182913361,4
5.861262699755643,0.399462264523503,0.1463055151343966,1.2,0.05861262699755643,7.612626997556426,108.0,0.9929473889697312,3.1932423801466143,0.5095478952810111,9.28963352603852,4
8.781023286571385,0.3286860445892884,0.402993030560704,1.5810232865713854,0.04613139554107116,12.357674649285391,119.0,0.9957048186292571,3.1586860445892886,0.519781403807131,9.603651197392809,4
6.735037008354579,0.3214839630463488,0.2070074016709159,2.2802960668366374,0.04875185041772898,16.849136471726474,84.45012336118194,0.9933751850417729,3.116471626928156,0.46350370083545794,9.82992598329084,4
6.21380295589734,0.32309852205132966,0.1855211823589363,7.086482765125542,0.048619704410265925,28.70704433846011,111.86197044102659,0.9934058591132309,3.058619704410266,0.3229295566153989,10.110423647178726,4
6.90753912261588,0.3498638495912937,0.5071936615804107,10.382198746594115,0.051862832588553044,66.23978871934702,185.23978871934702,0.9974328794986377,3.109246087738412,0.5234241002724709,8.767120501362355,4
8.707353605621524,0.4988805676084306,0.7278594845069059,14.583044598643053,0.04750163915483408,51.78267014102243,229.85620619723767,0.9990354567042404,2.975016391548341,0.5817564436636772,9.635784535207176,4
6.650174181528878,0.3133255919320499,0.46665118386409976,8.650754786625136,0.027001161210192515,17.165698991506236,88.66744080679501,0.992249271978239,3.184959357643262,0.7349361334394116,12.382965616772369,4
6.707468281211203,0.3153734140605602,0.3668655084646732,5.98954128262806,0.05191044309899066,12.73132929697199,164.49256295555136,0.9959788038255357,3.2341788014343935,0.3926867070302801,8.840300605454201,4
8.001375575412263,0.6191913292574831,0.4749395584818071,10.567986660396127,0.23396915359078668,33.160066698019364,226.89328886798708,0.9982679866603961,2.8801375575412265,0.7234597745379994,9.148020009405808,4
7.2,0.5836205598114316,0.09517239381714332,1.4482760618285668,0.08731042473142672,20.655154435428987,152.55171814514298,0.9944155148642401,3.137241119622863,0.5234484556457101,9.458619690857166,4
7.49328960969594,0.3412078702547308,0.2395302726787158,3.833559543755053,0.03110736624486496,5.0,33.94631687756752,0.990994897066475,3.0116775975760146,0.3597315843878376,11.787921297452693,4
7.2,0.5947708628208794,0.09688782504936606,1.4311217495063393,0.08044869980253574,22.199042544429457,153.06634751480982,0.9946196511808746,3.159541725641759,0.5080095745557054,9.544391252468303,4
8.087565862045903,0.2753108534488525,0.3809589051649184,2.5214962932360585,0.04268914655114757,8.531085344885243,74.12434137954097,0.9931253951722754,3.0640674396534426,0.45067439653442715,11.04351948283934,4
7.6123101262990405,0.6590110759392515,0.19085759488410764,1.7641772150280235,0.05161756329336468,20.358227849719764,135.90110759392513,0.9940387072780177,3.1990110759392514,0.5756708860112094,10.548132911271018,4
9.247712880642528,0.25502079199415884,0.6630145227562312,9.748960400292058,0.05449376240175235,39.0124751964953,222.48960400292057,0.9974489604002921,3.0650207919941588,0.44840957064524906,9.81590429354751,4
6.237092048052862,0.2577151325324523,0.2522848674675477,2.5915428918810592,0.04562907951947138,250.0430096783116,388.81896872693136,0.9935421366742884,3.4651335421430245,0.6377151325324523,10.248664578569752,4
6.4829833162990465,0.37968035896795926,0.16851142565126517,1.5468087293475736,0.049553119315300695,7.0638254130485265,104.40426188042721,0.9935319127065243,3.4053180991316463,0.4,10.027661105433015,4
6.3,0.5781535153941876,0.4131884052565029,10.781535153941876,0.05297906608261079,50.0,241.72302730912813,0.9972824208282856,3.217804616771034,0.5789371982478323,9.309930220275369,4
6.343181463925617,0.3531168223872487,0.18360397201593914,1.901623832095635,0.034,63.74838396154078,123.18019860079696,0.9913639602798405,3.1961201324005315,0.36448052960212524,10.6076304521222,4
8.573587477859652,0.34371647312271875,0.3060381216789478,2.086793738929826,0.05838488765498244,20.192443827491218,151.93961878321053,0.9951342266851753,3.0901130017712277,0.4662641252214035,9.42528250442807,4
6.6710755228027345,0.4734737024462895,0.29892447719726545,6.8396797052246106,0.04986773431591796,9.446223859863272,173.95057319238285,0.9953092447719727,3.1831395817578123,0.3828924477197265,9.226453136816408,4
7.748086931566795,0.35851984931376535,0.3155523616469632,3.4371834245141857,0.053889527670607354,10.259206027449387,118.25920602744938,0.9950562600986655,3.162592060274494,0.4255523616469632,9.696317589020245,4
6.652599357151685,0.43097852144887416,0.3174006428483156,6.6733942143651594,0.05042201928544947,10.370032142415779,171.3639100012358,0.9954940064284832,3.1979205142786524,0.38474006428483154,9.115596142910107,4
6.802571013470339,0.6282002905707625,0.04195397023745778,1.2994857973059322,0.05787144932648304,25.020568107762713,133.04627824246612,0.9927066062622192,3.17,0.39020568107762715,10.202571013470338,4
8.536667493016884,0.24768108756374915,0.36231891243625086,2.663332506983115,0.04209710755708132,14.269567373087526,103.42318912436251,0.9945441601999333,3.0640435105963126,0.7205651419419367,10.461448700509994,4
5.975249884214927,0.6085030946064182,0.04340314092044762,0.8201094690753723,0.03218562586838805,8.061875289462684,49.81437413161195,0.9903875345038109,3.1517563049979103,0.4,11.018562586838804,4
7.101989100758623,0.23338147128965964,0.24755858288276855,5.507411440965659,0.03903978201517247,60.19891007586233,195.86076294689636,0.9948556948212415,3.1878119891655143,0.7742316077999924,9.972152589379274,4
9.833363849928004,0.3712557218615006,0.7287625880953014,4.366819249640017,0.04945829518759,18.62511443723001,121.70852406205002,0.996525022887446,3.0495783743866998,0.5924931337661993,10.083318075035999,4
6.282985041868655,0.39996200456748976,0.11671099467126199,3.3843148820065148,0.05567489901037723,30.160650723185874,113.16635003806242,0.993400075990865,3.0899620045674894,0.34,9.2,4
7.039533350129701,0.22488333753242531,0.4186066448313884,2.0465330981841823,0.04258133400518805,6.0,128.97666750648506,0.9916918698967023,3.0874400201556416,0.4993033224156942,10.958133400518804,4
6.280537616329513,0.2914086220375359,0.4457741338873923,7.561075232659025,0.05795269648842411,33.6376331430659,199.02688081647565,0.995917903632586,3.2320108195808026,0.5730860522398282,9.361075232659026,4
6.264526050362678,0.40226302518133883,0.3535473949637322,4.432416805802841,0.1071738943381142,15.115334933234426,198.3547394963732,0.995416645137735,3.393634741930432,0.4940585594048798,10.147444177794263,4
6.361089184387797,0.5712944016147111,0.21874506648725434,3.1598263741579644,0.10414680274567467,8.0,110.30544592193898,0.9919637726772553,3.121546963660678,0.45041831117091524,10.768192597576268,4
9.357759379387884,0.3010469998723525,0.3178338751116916,9.235016253350748,0.049541531222077106,12.335737504786783,120.33573750478678,0.9972577593793879,3.0276896248244847,0.4611912501595594,9.9220218746011,4
6.655551084103775,0.28533306504622646,0.24622123850283034,1.642228482254716,0.068155832785566,22.533306504622647,188.44448915896226,0.9943677916392784,3.3877795663584904,0.5840008048613207,9.753330650462265,4
8.193233227789667,0.6772932911158672,0.3002460644440121,2.0944635500097286,0.0469876967777994,16.93233227789668,137.96309033339818,0.9949773620711508,3.2196309033339823,0.7084620972249245,10.80246064444012,4
7.158504278392584,0.6139626069598146,0.13319657728593295,1.4622435824111242,0.06447286366336963,25.0,155.45235025625956,0.9949090833428655,3.2331965772859332,0.5048974329644497,9.886730747233372,4
7.2,0.5975031718662676,0.09730818028711809,1.426918197128819,0.07876727885152765,22.57736225840628,153.19245408613543,0.9946696734541671,3.1650063437325353,0.5042263774159372,9.565409014355904,4
7.011534669140932,0.23737211090492233,0.24589768872393786,5.857070876105185,0.04017953774478757,59.11534669140932,198.06419105337824,0.9950064191053378,3.1752557781901554,0.7446138676563728,9.837813560091709,4
7.306942808834834,0.18581972249807824,0.3813885617669668,6.374737596952562,0.03914031539679882,34.279171573495496,161.09305719116517,0.9939466745175929,3.0574445752932133,0.6041802775019218,11.267357022087085,4
7.744872622500412,0.3072836383281173,0.2535418011563171,12.618509149843517,0.0529134553312469,20.814908501564823,138.8189092218745,0.9983274036599374,3.1545672766562345,0.48551273774995873,9.736218155625103,4
6.845846642456926,0.43827477318952657,0.19920127038800703,6.123961888359789,0.0532891379331841,25.54153357543074,139.24920145258446,0.9955036742290938,3.3424920145258445,0.524185299439696,9.45015970948311,4
6.570406512358096,0.2998644958806348,0.4022439074148573,5.593035190269205,0.05457831934090157,7.6479674382095215,119.25338760298413,0.9934563820910153,3.04634417026273,0.45816260494323824,10.290135504119364,4
8.144604714368388,0.28258079104145917,0.40403779464802425,1.3446047143683884,0.043807558929604855,7.403779464802428,100.68075589296049,0.9927868723932498,3.0504226767888145,0.5669965321697262,11.195773232111854,4
5.9608294656777785,0.3969585267161111,0.006155369679206241,1.3832126281476191,0.04127254721973017,6.944042093825398,54.776168375301594,0.9913169848353569,3.3778341068644444,0.3855957906174602,11.2,4
6.568662197467303,0.3613451471388831,0.4347745847091551,6.256689012663483,0.047925351210130786,40.91056834428067,200.53732439493461,0.9945772950165099,3.1170140484052316,0.5991056834428068,9.991056834428067,4
7.880088923167776,0.3353096204885931,0.4021792641154349,6.940266769503328,0.045417037179865734,20.417037179865734,105.93362974389258,0.9949582962820134,3.065973323049667,0.3968251820429539,10.60331851280537,4
9.849141817752857,0.9668563633146418,0.4549141817752856,5.061789121794391,0.049051490934828655,34.0,186.01716364494288,0.99802402910292,3.0708581822471444,0.5408581822471443,10.2,4
8.106440529120105,0.28186441504888304,0.332440724273745,14.97559275726255,0.06875254038826807,44.935594708798945,194.37627019413404,0.9983935594708799,3.107457660195532,0.5131186490293298,9.450169359217872,4
7.784214352918948,0.3589464117702629,0.26932347226795494,0.9466173613397747,0.028511275462200752,31.443622688996243,90.39852084019324,0.9928631571294162,2.998720902526248,0.33954898151196994,9.539852084019325,4
8.17881327794177,0.671525311176709,0.30077042625666284,2.0826654092250867,0.04696147868716686,16.788132779417722,137.88443606150057,0.994929120784387,3.218844360615006,0.7051848358958573,10.807704262566629,4
7.496511353263782,0.37829470181023517,0.3427518922106303,2.0310075688425213,0.03693217832419285,25.827518922106304,170.10270814316934,0.9944344962155787,3.4096511353263783,0.5006977293472437,10.517248107789369,4
6.638241691889147,0.5068505740010159,0.17811867070226342,4.7235166162217075,0.0451349486379861,12.617583081108537,99.38241691889147,0.9940993848940656,3.1989363141642486,0.5982416918891463,10.23885679782356,4
8.493030733122456,0.1703484633438772,0.4891446808832105,8.802217494006491,0.04797465721135439,23.02217494006491,108.0095035457421,0.9946958184398735,2.880538534258719,0.33990496454257896,10.500950354574211,4
6.5,0.2759686982472375,0.2079060947417126,3.69266064898481,0.07464975158674016,6.596869824723753,113.10469526291438,0.9946643822453868,3.1753912719095307,0.3768591421125689,8.987965386070439,4
7.926682575988015,0.3640354586001926,0.33716945079790256,1.1247596320017121,0.03787139448002568,11.816706439970037,55.68810091999572,0.9917972655979972,3.087878622801755,0.34559495400021406,10.718329356002997,4
6.890762985101866,0.2540027064558582,0.2381525970203731,3.5261038808149254,0.05653814925509328,13.215530347623135,84.96920995033955,0.9941538149255092,2.9970817114219033,0.47907629851018657,9.518474029796268,4
8.223318256152208,0.3139256528127218,0.27159565168252164,1.0315956516825218,0.032,4.2944695730796525,54.631913033650434,0.9907676083469612,2.92693200045208,0.32588939146159307,11.370553042692036,4
9.141956031522577,0.1667208805605436,0.4820571411557212,2.1374725569202098,0.044183296742560274,18.0,106.8472527145331,0.9950758461401039,3.1,0.5306109891418677,10.23054945709338,4
7.047878642348934,0.2594104590585685,0.24268870258816244,3.2773556894205074,0.056058954094143146,12.798347305887818,85.40330538822437,0.9942537740517632,3.0236087823520306,0.46521213576510656,9.5,4
7.271743105083403,0.45537159118942905,0.20761465762510406,2.8707336542097552,0.05687981871207259,28.22843972875312,156.5110086779191,0.9944555138671287,3.146192671187448,0.5302201735583819,10.345687945750624,4
5.363211489160161,0.3773237590331992,0.14792689349609656,1.3528459566406439,0.03131775460253924,5.789295036132797,50.15718014453119,0.9908653524819336,3.4172898158984304,0.4736788510839839,10.968224539746076,4
6.503268716477033,0.2808280748408483,0.2809588234999296,8.519721256078098,0.04698910427840989,54.01743315454417,210.0501203193145,0.9962080628339767,3.089629545465936,0.5403050802045231,8.90108957215901,4
6.251459210165265,0.4208397809063499,0.2634306140110177,5.103275872258621,0.06025550879118587,61.456223695042056,206.68612280220353,0.994377367541212,3.239124473900841,0.5234306140110176,9.645622369504206,4
6.421360855568459,0.3119408770301552,0.268639144431541,4.776687059164634,0.04573786951856153,7.57278288863082,114.26213048143848,0.9957097043851508,3.255242609628769,0.40766870591646337,8.704852192575387,4
6.933571481241833,0.3748809670116202,0.26069046507116866,10.029761934023242,0.05453333661060293,13.114286416557771,175.51904773609297,0.9960785716041394,3.4236666584734925,0.524047613195352,10.803095103493094,4
7.797257662194425,0.20506855844513938,0.36726004544201213,1.2986288310972123,0.04247943246645819,7.493144155486062,104.76713961128485,0.9920410874021318,3.06,0.4993144155486062,11.250685584451395,4
8.307329650144176,0.24512189226494918,0.27292702578350275,6.1780755065563735,0.03768291896865989,128.95116252278422,229.85340699711648,0.994144631906068,3.1151194751278655,0.4312189226494918,10.521956721938077,4
7.269184287935547,0.33996978715810516,0.49377643190331966,12.082779373454084,0.05168882159516598,62.537764319033194,193.4622356809668,0.9980483383283625,3.080030212841895,0.5346827824934577,8.815709984451175,4
7.367779383757556,0.28,0.5524818562100963,10.740094332404018,0.046751814378990376,58.83055154060611,179.27685051353538,0.9977062046405253,3.099379535947476,0.47599056675959817,8.855370102707075,4
5.715025457612061,0.18735023293386927,0.36008124793608054,6.732488353306537,0.06217766222814069,60.45076372836182,155.3279168042613,0.9952300509152241,3.068771530758995,0.42142129782512555,9.055736106524623,4
7.709292320381688,0.2865117946603052,0.3297641067938959,15.106969240286265,0.06420943572824417,41.76769199045781,177.65117946603053,0.9990846174786183,3.12022872281298,0.5213938480572531,9.130235893206104,4
6.307856930246675,0.44172195016535665,0.1269489461816204,3.0580097940471593,0.045380617408295035,9.154081328923821,102.4229593355381,0.993422959335538,3.266464381388996,0.665438705652479,10.79637726247763,4
6.0,0.6051253456041743,0.03820460829166806,0.8269308756249792,0.03244884792708298,7.955115207291701,50.22442396354149,0.9904044359447812,3.150323502322909,0.39910230414583403,11.008976958541659,4
8.477020679558137,0.3438431037638082,0.3507765509668604,1.3692551698895346,0.04523058622582849,10.76941377417151,119.0,0.9953094296345997,3.1569334472030524,0.4577020679558138,9.453803452693315,4
7.035612435592599,0.5089031088981497,0.14342595843240533,2.3424862675879305,0.0927941502923154,14.56160881143524,150.38354663347224,0.9939253455178607,3.090548445550925,0.5556160881143524,9.32329067330555,4
6.714519651288466,0.5761135343307495,0.2956441046134602,1.2,0.03058078605153864,18.14519651288466,74.83842789692272,0.9893451965128847,3.1570960697423067,0.5666048020365281,12.725764184538408,4
7.722939309828698,0.3031700383428501,0.4517522147199605,13.782477852800394,0.06363919079771597,48.770606901713016,191.81959539885798,0.9987770606901714,3.1926801533714007,0.5259020230057101,9.109279386514398,4
6.882378463020947,0.29779730787761827,0.35955946157552365,4.610134606119085,0.05371365002409038,31.154188448566718,202.95594615755238,0.9951271365002409,3.3942730004818076,0.5671365002409038,10.393391923632855,4
6.37449022472082,0.47922430112283876,0.09881648089949552,1.2451019550558358,0.042,21.804078202233434,81.74490224720822,0.9931510195505584,3.2605917595502523,0.4184286314609149,9.78428631460915,4
8.61246013664393,0.3197640616820231,0.20292947257508673,5.455222533680347,0.039101007534641616,27.86532328714451,67.40403013856647,0.9932941410548499,2.9717842123748555,0.5152863150500578,10.946129314857803,4
6.98191571298484,0.4739871787890748,0.1414812855441714,3.5610050024516475,0.035912849996497645,6.751635715786723,28.503271431573445,0.992850981429472,3.203486000140094,0.4517430000700471,10.5,4
7.6,0.3944479657284222,0.2927499488051246,4.425730937156105,0.051372929892009464,24.879165813418744,173.40104273322657,0.9954928133319166,3.3919791453354686,0.47159374360064055,10.10770803469656,4
6.775759436536056,0.3038375775010425,0.21515188730721113,2.606075492288446,0.050787971826802794,15.898946480825366,84.58586478845352,0.9935787971826803,3.0852510986556907,0.46757594365360555,9.748481126927889,4
